id,x,y,vel,angulo,time,crash
0,1.3957126451246604,3.197411613430041,1.0,0.23269114968234053,0,INIT
1,15.54293130185292,5.290572947193695,1.0,1.5976561685848012,0,INIT
0,15.61653562401808,6.567516935229953,1.0,0.23269114968234053,14.614698631071638,pepe
1,15.15043000786966,19.9,1.0,4.685529138594785,14.614698631071638,pepe
0,19.9,7.582628796945871,1.0,2.9089015039074524,19.016802577152706,pepe
1,15.032204409196543,15.499483909821382,1.0,4.685529138594785,19.016802577152706,pepe
